reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
cedf98ee-7c27-46b9-8aeb-2abb6d392795,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mohon di tingkatkan lagi apk nya, masa kode aktivasi aja susah ga masuk' email lebih dari 2 hari pula😫😫. jadi bolak balik ke capil trus, bukannya mempermudah malah mempersulit😢😢",2,0,,2026-04-15 13:18:15,,,
43bd9c1d-3458-42bb-9ab2-19a8d9cbc070,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa yah semua aplikasi pemerintah ga ada yang berguna ? semua lelet dan ribet, mau daftar aja harus dateng ke kantor...masih percaya kalian sama aplikasi pemerintah tujuan untuk mempermudah ?",1,0,,2026-04-15 13:00:38,,,
b6a7685f-f30e-4a12-ace7-289764776d86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ngaco.,1,0,2.0.4,2026-04-15 12:24:29,,,2.0.4
a9f84b85-43de-40d9-8339-a25f94231adf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sudah bagus aplikasi nya, cuma kalau untuk buka rekening di bank mandiri tetap harus ada ktp fisik. ktp fisik sudah buram,mau mengajukan ktp baru susah nya minta ampun.blanko kosong lah.tolong untuk Dinas kependudukan dan bank Indonesia bersinergi.",1,0,2.0.4,2026-04-15 12:20:44,,,2.0.4
8b48951f-3383-4493-964f-1da5526ca8c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maksudnya apa ya perangkat tidak kompatibel dengan versi. padahal saya neli hp baru tetap seperti itu.,5,0,2.0.4,2026-04-15 12:03:34,,,2.0.4
76fa6981-5176-485c-9a08-1744b7e38e79,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"yah gw baru baca komennya orang², mana baru daftar lagi. semoga data aman",3,0,,2026-04-15 09:28:30,,,
4a8cbe89-5d8d-4db2-b853-40a6468e8dec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi online, daftarnya offline, sulit dimengerti",1,0,2.0.4,2026-04-15 09:18:09,,,2.0.4
ea8c6924-f8d4-445e-9c04-b7068b4218b9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"katanya mempermudah kita untuk melihat KK yg hilang. tapi tetap saja kita disuruh kekantornya untk minta kode QRS. sama saja bohong. aplikasi GK jelas. padahal sudah dimintai KTP, akun + no hp. sama saja bohong.",1,0,2.0.4,2026-04-15 05:33:24,,,2.0.4
27d6fb53-d68f-4c1c-9a51-1638592d4cc1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Keren,5,0,2.0.4,2026-04-15 04:28:16,,,2.0.4
654aea96-f1f7-4fdb-bba3-cc72640f8e45,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Swafoto tapi tidak tersimpan,4,0,2.0.4,2026-04-15 03:43:22,,,2.0.4
2f974983-5757-49b6-ac87-be1dbdfc8f50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Katanya udah digitalisasi, Udah elektronik, tapi tetep di bikin ribet, segala ada pake fotokopi, Builshit.",2,0,,2026-04-15 00:06:00,,,
d69cfee1-4383-4de4-b4ab-f161b1f612ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gk ada fitur download kk buat di cetak, verifikasi PIN setiap menu anjaayy, Lapis gembok. kalo mau ambil PDF harus ke Dispenduk Capil, geloooo. Tapi aku salut sih sama Dispenduk Capil Gondanglegi, sat set wat wet, maumu apa, butuh ini, selesai. apps ini nggk, mau apa? masukkan pin dulu, pap dulu, kek laporan ke pacar anjir tiap ngapa²in verifikasi dulu, aowkoakwoakok, benerin dulu lah pak, brimo aja cuman 3 kali (1x untuk transaksi), ini berlapis",1,0,2.0.4,2026-04-14 22:06:36,,,2.0.4
13ede153-b4db-4b8c-90d6-ca914a00850e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Alhamdulilah IKD udah sangat bagus sekali data keluarga dapat di lihat semua. tks.,5,1,2.0.4,2026-04-14 22:05:57,,,2.0.4
3041dc5c-f9a7-4e90-a254-e0be41b276bf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terimakasih sahabatku,2,0,,2026-04-14 22:01:35,,,
d3f6fc45-b10b-4a5a-a1c6-da5e4867fa52,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tidak efisien percuma unduh app ini bung"" waktu toh PDA intinya ribet tolong dong yg bikin app yg lebih simple jngn bikin ribet warga hnya untuk membuat Identitas aj sangatt"" d persulit",1,0,2.0.4,2026-04-14 21:29:02,,,2.0.4
b6a2e3ae-3f97-4f84-8817-9172d2cd704b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mempersulit anj... gw lupa pin, gk di kasih opsi ganti, daftar kudu dateng, padahal posisi gw lagi jauh merantau, nyebelin",1,0,2.0.4,2026-04-14 21:28:05,,,2.0.4
797a8e0e-87c6-4b22-980b-3f216389c5d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi mempersulit diri sendiri.... Sangat tidak berguna, Ribet Sumpah !!!",1,0,2.0.4,2026-04-14 19:24:59,,,2.0.4
2d188f1b-d8f8-4798-a2e9-a83d582f36ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok ikd makin parah yah ngga bisa login dan cuman bisa buat akun dong trus ngga bisa masuk ke dalam dan mengecek ktp dengn kartu keluarga nya biasanya hanya pake nik dan sandi dong kok ini semakin di perumit sihh👎👎👎,1,0,,2026-04-14 19:03:12,,,
c0391b02-cbe0-45d1-baa4-1ea89237b040,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi apaaan ni, ngapain harus ke dukcapil katanya digital tapi harus offline. sama aja",1,0,2.0.4,2026-04-14 18:48:22,,,2.0.4
9952dc83-9d28-4b9e-bfec-bae49711d855,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saran min, buat verif online via Vidio call untuk memudahkan",3,0,2.0.4,2026-04-14 17:33:47,,,2.0.4
b482dffe-4717-43e2-a559-60683120aab7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.0.4,2026-04-14 17:27:39,,,2.0.4
f5071c19-01ca-41f6-8aba-0b92eb128e9e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ketika lupa pin ,udah tamat gak ada solusi buat perbaikan",1,0,2.0.4,2026-04-14 16:39:34,,,2.0.4
585ee23b-6341-49ee-bb6d-a73ccda7855b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5,0,2.0.4,2026-04-14 13:49:46,,,2.0.4
647d8a9e-2e7f-4f64-bbc9-bafe0c58804a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya tidak bisa bikin akte kelahiran biodata sama nik bayi tidak muncul pilihannya jadi tidak bisa masukin nama sama nik bayinya,5,0,2.0.4,2026-04-14 11:59:14,,,2.0.4
d3bfe0d0-f1fc-44d7-9dbc-7a11b3d969e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,fitur bagikan g guna cuk padahal butuh file nya,1,0,2.0.4,2026-04-14 11:23:15,,,2.0.4
ad193b55-5cfc-4604-8e52-90c2b7fe10e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,developer tidak bisa buat aplikasi. tidak bisa dipakai,1,1,2.0.4,2026-04-14 10:39:57,,,2.0.4
a617b37b-b000-42b7-8a03-2ea66b76a41e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"krna udah 2 minggu KTP fisik blum jadi, inisiatif cetak sendiri dikertas hvs,eeh gk bisa di download ktp nya buat di cetak...... mesti bagi via barcode. ribet pula.",1,0,2.0.4,2026-04-14 10:22:26,,,2.0.4
125c0629-ace6-468a-a7ed-ed4aa0676dc1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gajelas amat ya,1,0,2.0.4,2026-04-14 09:58:40,,,2.0.4
75e10e71-168f-4590-8841-64e357072009,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi sampah sangat tidak membantu. bingung jadi rakyat Indonesia segala birokrasi dipersulit,1,0,,2026-04-14 08:50:21,,,
7155d1dd-012f-47d8-b157-bdd1ac5d6bc2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tidak bisa di akses,1,0,2.0.4,2026-04-14 08:39:08,,,2.0.4
6d83aa5a-3abe-4ce8-833a-ffa5632baa26,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,fitur pelayanan gk bisa di buka,1,0,,2026-04-14 07:59:14,,,
23459548-39bd-4f0e-9b56-edc05f680078,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantapn,5,0,2.0.4,2026-04-14 07:57:34,,,2.0.4
f90aa8d1-33f1-4292-8831-7f9bbfd9ad69,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"katanya digitalisasi,tapi harus tetep offline",1,0,,2026-04-14 07:54:15,,,
e061908d-ce84-472c-aa22-f9abbce4a700,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,BURUK MENGECEWAKAN BUKAN MEMPERMUDAH MALAH RIBET,1,0,2.0.4,2026-04-14 07:16:39,,,2.0.4
32ff65bf-e7a6-45e1-904a-6ad1e0c1ffbf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,2.0.4,2026-04-14 06:43:21,,,2.0.4
83bd216b-8253-4088-a152-ebd4959ac495,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ga berguna, sama aja boong kalo harus Dateng ketempat buat verifikasi. mending sekalian bikin offline aja. coba bayangin, kelurahan ada di daerah jakarta, tapi orang nya lagi kerja di Kalimantan, pikir coba secara logika.",1,1,2.0.4,2026-04-13 23:40:40,,,2.0.4
25cbef28-3ba1-4cf5-b89a-2d09eb2b68b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi terlebih ribet.. daftar aja harus pakai barcode pembaca muka suka lama,1,0,2.0.4,2026-04-13 22:48:45,,,2.0.4
baee68c2-d325-4566-9540-a5fa7d442ac4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sampah,1,0,2.0.4,2026-04-13 22:14:22,,,2.0.4
27665e8f-c5fb-4b30-a7b7-3f1f79d1c946,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk tolol buang buang anggaran,1,0,,2026-04-13 21:55:40,,,
ea0947fe-3b6d-4983-a46d-76d73fcd2d01,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok gak bisa di bukak,2,0,2.0.4,2026-04-13 20:24:53,,,2.0.4
3840e768-8979-4731-b435-cfc43efab741,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bukan solusi untuk perantauan. tidak bisa daftar secara online.,1,0,2.0.4,2026-04-13 19:16:25,,,2.0.4
da740bfe-6eec-4b48-ad1a-a73270bf7f93,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"masa harus ke kantor juga daftarnya, katanya via online",1,0,,2026-04-13 18:57:33,,,
48b45ab7-f364-45b2-a9ee-888482a4a984,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baik sekali,5,0,2.0.4,2026-04-13 18:00:15,,,2.0.4
f43fd30b-31dd-4f5d-baab-0d4440e2a09a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelayanan lambat jika lewat aplikasi.,1,0,,2026-04-13 17:44:33,,,
970e0c2d-4177-4037-bc98-ba3570c7dbd0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,", belum percaya aplikasi buatan dalam negeri, *karna file data gampang diretas*",1,0,2.0.4,2026-04-13 17:13:53,,,2.0.4
4a9ec95e-77a1-469a-b424-4d891dc301ea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kadang akun ke log out sendiri ,eh pas masuk tampilan ,pasword sudah gak bisa",1,0,,2026-04-13 16:51:37,,,
d6fec0f2-a82b-4739-b186-fb6aaffaf14d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Katanya digital tapi masih harus datang ke kantor hanya buat daftar doang!! Ini mah konsepnya mempersulit bukan mempermudah!!,1,0,2.0.4,2026-04-13 16:40:04,,,2.0.4
94720c26-93da-4e85-9e5c-eafa9a30ba71,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mantap dgn adanya IKD memudahkan sy dlm segi apapun baik itu di per bank kan dan di intansi lainnya, mantap",5,0,2.0.1,2026-04-13 16:31:22,,,2.0.1
87287fc7-abf2-438c-8fea-80311006dbb0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,fitur unduh pdf nya di mana kok tidak jadi kesulitan karena ketika mau mencetak nya,1,0,2.0.4,2026-04-13 16:20:06,,,2.0.4
4ff86894-5066-44e8-85ef-e385a9697c28,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap.,5,0,2.0.4,2026-04-13 14:30:55,,,2.0.4
217527be-d856-4dff-b93b-b5ea7483913b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"heran aplikasi bikinan pemerintah gak pernah ada yang beres. udh punya akun, cuma karena ganti hp, gak bisa login lagi, padahal semuanya dah ngikutin petunjuk, selfie ulang, dan pin yang benar, tetap aja gagal terus",2,0,2.0.4,2026-04-13 13:30:03,,,2.0.4
4ee195bd-4ab1-4a28-9ccf-6f921be95ee9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"susah masuk nya ulang2 terus , kok sepertinya malah ribet ya",1,0,,2026-04-13 13:21:17,,,
416616cf-e230-40e6-a787-ed54b9149ad3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi cacat,1,0,2.0.4,2026-04-13 12:47:30,,,2.0.4
0c6e5a9d-332b-4af7-a0bf-1253aa8b8470,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apkikasi sudah bagus, tampilan juga bagus, harusny kasih opsi lupa pin sih, krna dipaksa harus ingat pin ny",2,0,2.0.4,2026-04-13 12:05:31,,,2.0.4
f4006039-ddd2-4c49-bc1e-9bf4c44452ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagi yang menanyakan kenapa suka terlogout sendiri ini itu susah,, ini menandakan aplikasi ini menjaga privasi kita semoga di mengerti",5,0,2.0.4,2026-04-13 11:41:37,,,2.0.4
24312b09-d7d8-4e42-8fc2-331fc43a5bdc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa harus tetap ke kantor juga kata nya digital online,1,0,2.0.4,2026-04-13 11:39:48,,,2.0.4
955f5ba9-355c-4d27-9b5b-68b31f1ff8ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kekurangan nya adalah SCAN BARCODE HARUS DARI KELURAHAN/KECAMATAN. Ini sangat tidak efisiensi dari segi waktu dan justru membingungkan pengguna yang awam.,1,0,,2026-04-13 11:29:16,,,
4d3d56ab-457f-4687-9115-12252f79fa05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mudah dan sangat terjangkau,5,0,,2026-04-13 10:52:06,,,
7f3e9073-f06f-473e-8719-17bb14f39f28,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ktnya Online tp msh hrs daftar di Kantor Dukcapil nya 🙄,1,0,,2026-04-13 10:47:19,,,
