content,score,sentiment,cleaned_content
"tahun ke 2 pengurusan pajak tahunan motor via signal, semoga fitur bayar pajak kendaraan bukan atas nama sendiri terealisasikan secepatnya. karena mau bayar pajak mobil selalu pakai biro jasa, terkendala ktp pemilik lama.",5,Positif,tahun ke pengurusan pajak tahunan motor via signal semoga fitur bayar pajak kendaraan bukan atas nama sendiri terealisasikan secepatnya karena mau bayar pajak mobil selalu pakai biro jasa terkendala ktp pemilik lama
"apk ini mempermudah saya bayar pajak STNK ,tidak harus ke Samsat dan STNK bisa di kirim sesuai domisili terbaru 👍🏻",5,Positif,aplikasi ini mempermudah saya bayar pajak stnk tidak harus ke samsat dan stnk bisa di kirim sesuai domisili terbaru
"Dengan adanya fitur ini sangat membantu kami,dalam membayar pajak,proses sangat cepat, terimakasih",5,Positif,dengan adanya fitur ini sangat membantu kamidalam membayar pajakproses sangat cepat terimakasih
ok sangat membantu,5,Positif,ok sangat membantu
lemot bapak ..perbaiki jangan maen hp aja,1,Negatif,lemot bapak perbaiki jangan maen hp saja
"pembayaran tgl 24 maret, baru dikirim 14 april, itupun karna komplen, tidam siap digital",1,Negatif,pembayaran tgl maret baru dikirim april itupun karena komplen tidam siap digital
aplikasi mantaps bagus dan sangat membantu,5,Positif,aplikasi mantaps bagus dan sangat membantu
"aman , ga ribet",5,Positif,aman ga ribet
"sangat membantu,semoga kedepan'nya bisa bayar pajak atas nama perusahaan",5,Positif,sangat membantusemoga kedepannya bisa bayar pajak atas nama perusahaan
mantap,5,Positif,mantap
mantab,5,Positif,mantab
oke,5,Positif,oke
"pembayaran dari 10 maret sampe sekarang STNK tu ak kunjung datang,apa nanti tahun depan dikirimnya yah",1,Negatif,pembayaran dari maret sampe sekarang stnk tu ak kunjung datangapa nanti tahun depan dikirimnya yah
"sangat membantu yg tida punya hri libur. byar ojek nya cuma ketik"" di hp nyampe STNK ke rumah Tampa ngantri"". mksih untuk smuanya",5,Positif,sangat membantu yang tida punya hri libur byar ojek nya cuma ketik di hp nyampe stnk ke rumah tampa ngantri mksih untuk smuanya
sangat membantu..tolong tingkatkan semua fitur agar semakin mempermudah rakyat..,5,Positif,sangat membantutolong tingkatkan semua fitur agar semakin mempermudah rakyat
susah bayar pajak gagal terus,1,Negatif,susah bayar pajak gagal terus
"perpanjang stnk jadi g perlu ribet, mantaps",5,Positif,perpanjang stnk jadi g perlu ribet mantaps
moga pengiriman dipercepat klo bisa 2 hari aja pas pengajuan jgn 4 hari,5,Positif,moga pengiriman dipercepat kalau bisa hari saja pas pengajuan jgn hari
"Pengalaman pertama bayar pajak motor bagi saya yang perantauan , aplikasi ini sangat membantu untuk kita membayar pajak, hanya mungkin karna pembayaran nya pas long weekend jadi proses 1 Minggu lebih lama . overall sangat membantu dan mempermudah kita dalam membayar pajak . Terima kasih banyak.",5,Positif,pengalaman pertama bayar pajak motor bagi saya yang perantauan aplikasi ini sangat membantu untuk kita membayar pajak hanya mungkin karena pembayaran nya pas long weekend jadi proses minggu lebih lama overall sangat membantu dan mempermudah kita dalam membayar pajak terima kasih banyak
sangat membantu terimakasih,5,Positif,sangat membantu terimakasih
good pokoknya,5,Positif,good pokoknya
"sangat membantu sekali, prosesnya juga sangat mudah👍",5,Positif,sangat membantu sekali prosesnya juga sangat mudah
sangat membantu bgt ga cape2 ckup byr saja lngsung dikrim. jd ga buang2 wkt,5,Positif,sangat membantu banget ga cape ckup byr saja lngsung dikrim jadi ga buang wkt
bagus,5,Positif,bagus
mempermudah bagi yg TDK ada waktu buat ke Samsat. STNK dikirim pula ke rumah. tapiiiiiiiii... tambah biaya nya ya Allah..,5,Positif,mempermudah bagi yang tidak ada waktu buat ke samsat stnk dikirim pula ke rumah tapiiiiiiiii tambah biaya nya ya allah
mantap lahh,5,Positif,mantap lahh
Sangat membantu bayar pajak tahunan,5,Positif,sangat membantu bayar pajak tahunan
"bayar pajak sekarang sudah mudah dan enak,,kapanpun dan dimanapun bisa,tinggal tunggu dirumah STNK datang sendiri. Tapi kalau bisa untuk proses kepengurusannya bisa di percepat lagi,maximal 7 hari kerja,mohon bisa diperbaiki lagi untuk instansi terkait..",5,Positif,bayar pajak sekarang sudah mudah dan enakkapanpun dan dimanapun bisatinggal tunggu dirumah stnk datang sendiri tapi kalau bisa untuk proses kepengurusannya bisa di percepat lagimaximal hari kerjamohon bisa diperbaiki lagi untuk instansi terkait
aplikasi sangat membantu. gak perlu repot datang ke samsat. proses juga cepat,5,Positif,aplikasi sangat membantu tidak perlu repot datang ke samsat proses juga cepat
membantu saya dalam melakukan pembayaran pajak. praktis dan efisien. Bravo SIGNAL,5,Positif,membantu saya dalam melakukan pembayaran pajak praktis dan efisien bravo signal
aplikasi ga jelas begini koq bisa ratingnya tinggi aneh,1,Negatif,aplikasi ga jelas begini koq bisa ratingnya tinggi aneh
lumayan good attitude lah,4,Positif,lumayan good attitude lah
najis verifikasi gagal terus,1,Negatif,najis verifikasi gagal terus
"aplikasi tidak bisa dipakai sama sekali...gagal terus, CS juga gk nyambung""...",1,Negatif,aplikasi tidak bisa dipakai sama sekaligagal terus cs juga tidak nyambung
"hallo kapan dikirim loh document fisiknya, udah 1 minggu lebih tak dikirim2 biaya kirim sudah di bayar lunasssssssssssss",1,Negatif,hallo kapan dikirim loh document fisiknya sudah minggu lebih tak dikirim biaya kirim sudah di bayar lunasssssssssssss
cara mudah bayar pajak kndaraan gak harus dtg ke samsat.bagi yg sibuk kerja.cukup pake aplikasi signal proses cpat dan aman.,5,Positif,cara mudah bayar pajak kndaraan tidak harus dtg ke samsatbagi yang sibuk kerjacukup pakai aplikasi signal proses cpat dan aman
hati2 pakai aplikasi ini deh.. perpanjang stnk mobil.. sudah bayar.. sdh 32 hari .. status gantung masih di proses.. sudah email dan chat cs jg ga ad solusi..,1,Negatif,hati pakai aplikasi ini deh perpanjang stnk mobil sudah bayar sudah hari status gantung masih di proses sudah email dan chat cs jg ga ad solusi
sangat membantu cuman satu hari STNK sudah di kirimkan,5,Positif,sangat membantu cuman satu hari stnk sudah di kirimkan
ga jelas layanan gagal trus menghubungi live chat ga ad tanggapan🤦‍♂️🤦‍♂️,1,Negatif,ga jelas layanan gagal trus menghubungi live chat ga ad tanggapan
lagi download. verifikasi blm berhasil. tapi teman nyaranin pakai ini aplikasi,5,Positif,lagi download verifikasi belum berhasil tapi teman nyaranin pakai ini aplikasi
Alhamdulillah bagussss cepat n mantap ok,5,Positif,alhamdulillah bagussss cepat n mantap ok
oke,5,Positif,oke
untuk dilanjutkan supaya lebih bersih dan transparan,5,Positif,untuk dilanjutkan supaya lebih bersih dan transparan
"aplikasi bagus, sangat membantu proses perpanjangan stnk tanpa ribet",5,Positif,aplikasi bagus sangat membantu proses perpanjangan stnk tanpa ribet
Aplikasi bikin susah. katanya pajak bisa lewat online tapi mau verifikasi data aja gagal terus. padahal saya mau bayar pajak tapi bahkan prosesnya lebih sulit dari meminjam uang di pinjol. lebih tepatnya aplikasi signal ini seperti aplikasi yang di buat bukan untuk mempermudah masyarakat yang ingin membayar pajak melalui online tetapi aplikasi yang membikin rakyatnya susah dengan sistem aplikasi ini. mohon segera di perbaiki untuk sistemnya aplikasi ini dan berharap untuk selanjutnya tidak lemot,1,Negatif,aplikasi bikin susah katanya pajak bisa lewat online tapi mau verifikasi data saja gagal terus padahal saya mau bayar pajak tapi bahkan prosesnya lebih sulit dari meminjam uang di pinjol lebih tepatnya aplikasi signal ini seperti aplikasi yang di buat bukan untuk mempermudah masyarakat yang ingin membayar pajak melalui online tetapi aplikasi yang membikin rakyatnya susah dengan sistem aplikasi ini mohon segera di perbaiki untuk sistemnya aplikasi ini dan berharap untuk selanjutnya tidak lemot
"mudah, cepat,",5,Positif,mudah cepat
Pelayanan yang sangat sempurna,5,Positif,pelayanan yang sangat sempurna
"Pertama kali bayar pajak kendaraan melalui Signal, Alhamdulillah mudah dan cepat jadi gak perlu capek² ke kantor Samsat hemat biaya hemat waktu",5,Positif,pertama kali bayar pajak kendaraan melalui signal alhamdulillah mudah dan cepat jadi tidak perlu capek² ke kantor samsat hemat biaya hemat waktu
"sangat ribet, belum apa-apa udah daftar KTP data diri semua, terlalu ribet",1,Negatif,sangat ribet belum apaapa sudah daftar ktp data diri semua terlalu ribet
mantap dan profesional,5,Positif,mantap dan profesional
"Mau nanya kak. Saya sudah transaksi di Signal dan berhasil bayar. Di aplikasi keterangan proses pengiriman. Namun, Sudah 8 hari belum sampai ke alamat tujuan. Biasanya 3/4 hari sudah sampai. Prosesnya di Samsat Kuningan Jawa Barat dan dikirim lewat Post Indonesia. mohon bantuanya. Terimakasih.",5,Positif,mau nanya kak saya sudah transaksi di signal dan berhasil bayar di aplikasi keterangan proses pengiriman namun sudah hari belum sampai ke alamat tujuan biasanya hari sudah sampai prosesnya di samsat kuningan jawa barat dan dikirim lewat post indonesia mohon bantuanya terimakasih
mantap tidak pake ribet,5,Positif,mantap tidak pakai ribet
aplikasi ini sangat memudahkan kita membayar pajak dan cepat apa lagi bagi kita yang waktu habis sama kerjaan,5,Positif,aplikasi ini sangat memudahkan kita membayar pajak dan cepat apa lagi bagi kita yang waktu habis sama kerjaan
sangat membantu dalam membayar pajak kendaraan.,5,Positif,sangat membantu dalam membayar pajak kendaraan
"susah sekali mendaftar min. verifikasi gagall terus, kalau bukan karena jaringan ya gagal memuat data diri. dimana-mana selalu di persulit. padahal jaringan sudah pakai wifi dan SIMcard, tetep aja gagal. data diri juga benar. dan sudah 4 hari daftar di apk signal sering banget gagal nya. heemmm",1,Negatif,susah sekali mendaftar min verifikasi gagall terus kalau bukan karena jaringan ya gagal memuat data diri dimanamana selalu di persulit padahal jaringan sudah pakai wifi dan simcard tetep saja gagal data diri juga benar dan sudah hari daftar di aplikasi signal sering banget gagal nya heemmm
"bagus ini memudahkan, kedepannya BBN dan pergantian Plat 5 tahun bisa seperti ini",5,Positif,bagus ini memudahkan kedepannya bbn dan pergantian plat tahun bisa seperti ini
"aplikasinya memudahkan tanpa harus keluar rumah, kita sdh bisa bayar pajak kendaraan..",5,Positif,aplikasinya memudahkan tanpa harus keluar rumah kita sudah bisa bayar pajak kendaraan
semakin baik..mantabs dah,5,Positif,semakin baikmantabs dah
mempermudah bayar pajak gak usah antri lagi,5,Positif,mempermudah bayar pajak tidak usah antri lagi
keren memudahkan sekali untum bayar pajak,5,Positif,keren memudahkan sekali untum bayar pajak
"pajak online, tidak bisa. gangguan terus",1,Negatif,pajak online tidak bisa gangguan terus
praktis cepat dan ngga ribet,5,Positif,praktis cepat dan ngga ribet
"Cepat, mudah & tidak perlu repot membayarnya. Salah satu inovasi",5,Positif,cepat mudah tidak perlu repot membayarnya salah satu inovasi
lumayan walaupun agak lama 11 harian,4,Positif,lumayan walaupun agak lama harian
proses lama,1,Negatif,proses lama
alhamdulillah membantu banget buat yang perantauan,5,Positif,alhamdulillah membantu banget buat yang perantauan
"saya rencana bayar pajak via signal gagal terus aneh, niat bayar pajak dipersulit.",1,Negatif,saya rencana bayar pajak via signal gagal terus aneh niat bayar pajak dipersulit
sudah lebih baik dari kemarin.,4,Positif,sudah lebih baik dari kemarin
"aplikasinÿaaaaa baguss,tapii sayang pelayanannyaa lamaaa ada kurang lebih 3 mingguan baru dateng,sedikit panik aja takut ga diproses soalnya lama banget minn mana uang udah masuk ke aplikasi semoga aja pelayanan onlinenya ditingkatkan,karna sangat berguna bagi kami para perantau untuk bayar pajak",4,Positif,aplikasinÿaaaaa bagusstapii sayang pelayanannyaa lamaaa ada kurang lebih mingguan baru datengsedikit panik saja takut ga diproses soalnya lama banget minn mana uang sudah masuk ke aplikasi semoga saja pelayanan onlinenya ditingkatkankarna sangat berguna bagi kami para perantau untuk bayar pajak
"Mantap, mempermudah untuk yang tidak banyak waktu luang karena harus bekerja.",5,Positif,mantap mempermudah untuk yang tidak banyak waktu luang karena harus bekerja
verivikasi mulu,1,Negatif,verivikasi mulu
"cakep lah aplikasi ini, bisa buat ngurangin percaloan",5,Positif,cakep lah aplikasi ini bisa buat ngurangin percaloan
Bagus,5,Positif,bagus
"aplikasi gak jelas, baru mau daftar aja dipersulit, wajah saya sudah tua, dan ktp masih muda gak bisa diverifikasi, mending gak usah bayar pajak, harusnya kalian laporan kesaya pajaknya dikemanain aja",1,Negatif,aplikasi tidak jelas baru mau daftar saja dipersulit wajah saya sudah tua dan ktp masih muda tidak bisa diverifikasi mending tidak usah bayar pajak harusnya kalian laporan kesaya pajaknya dikemanain saja
mantap,4,Positif,mantap
agak lama ya dr proses update data ke pengiriman. tp membantu banget buat kita yg di Rantau yg mau bayar pajak tahunan plat kampung,5,Positif,agak lama ya dari proses update data ke pengiriman tapi membantu banget buat kita yang di rantau yang mau bayar pajak tahunan plat kampung
nah klo ky gini lebih mudah,5,Positif,nah kalau ky gini lebih mudah
pertama kali coba bayar pajak stnk prosesnya cepat juga.. mantap,5,Positif,pertama kali coba bayar pajak stnk prosesnya cepat juga mantap
bagus cukup ngebantu proses cepat pengiriman cepat...terima kasih..,5,Positif,bagus cukup ngebantu proses cepat pengiriman cepatterima kasih
"aplikasi berguna untuk kendaraan atas nama sendiri,. jika kendaraan atas nama org lain atau beda KK selalu gagal.. sekali lagi baiki aplikasi anda jika kami taat pajak kenapa anda persulit dengan aplikasi yg digital tapi peraturan GK masuk akal. kita mau bayar pajak bukan mau pinjam uang ke Samsat digital jadi untuk yg bayar siapa saja atas nama kendaraan tersebut selama tidak tercatat di curi atau hilang kenapa harus ribet pakai KTP dan KK pemilik. sekali lagi kami mau bayar pajak BKN pnjm onln",1,Negatif,aplikasi berguna untuk kendaraan atas nama sendiri jika kendaraan atas nama org lain atau beda kk selalu gagal sekali lagi baiki aplikasi anda jika kami taat pajak kenapa anda persulit dengan aplikasi yang digital tapi peraturan tidak masuk akal kita mau bayar pajak bukan mau pinjam uang ke samsat digital jadi untuk yang bayar siapa saja atas nama kendaraan tersebut selama tidak tercatat di curi atau hilang kenapa harus ribet pakai ktp dan kk pemilik sekali lagi kami mau bayar pajak bkn pnjm onln
verifikasi aja susah banget najis,1,Negatif,verifikasi saja susah banget najis
"Mudah, tdk perlu kesamsat pembayaran simple",5,Positif,mudah tidak perlu kesamsat pembayaran simple
ini saya melakukan pembayaran pajak sudah 1 minggu kenapa belum dikirim ya STNK nya keterangan masih proses terus,4,Positif,ini saya melakukan pembayaran pajak sudah minggu kenapa belum dikirim ya stnk nya keterangan masih proses terus
lancar,5,Positif,lancar
mudah dan sangat membantu sekali,5,Positif,mudah dan sangat membantu sekali
mau bayar pajak online pun dipersulit hadeehh..,1,Negatif,mau bayar pajak online pun dipersulit hadeehh
Prosesnya lama sudah 1 bulan lebih tidak dikirimkan,1,Negatif,prosesnya lama sudah bulan lebih tidak dikirimkan
sangat membantu,5,Positif,sangat membantu
mantap,5,Positif,mantap
aplikasi omon² tidak ada pelayanan yg bisa di berikan,1,Negatif,aplikasi omon² tidak ada pelayanan yang bisa di berikan
daftar selalu gagal,1,Negatif,daftar selalu gagal
"sangat membantu untuk pembayaran pajak, dimana lokasi kita jauh untuk ke samsat, dan kurirnya ramah Thankyou",4,Positif,sangat membantu untuk pembayaran pajak dimana lokasi kita jauh untuk ke samsat dan kurirnya ramah thankyou
coba dulu siapa tau bagus,5,Positif,coba dulu siapa tau bagus
mungkin sedikit di percepat untuk proses pengiriman karena saya menunggu sampai 2 Minggu,5,Positif,mungkin sedikit di percepat untuk proses pengiriman karena saya menunggu sampai minggu
habis perbarui jadi gak bisa bayar,2,Negatif,habis perbarui jadi tidak bisa bayar
baru cek pajak kendaraan aja udah muncul layanan belum tersedia. haduh susah nya mau simple di negeri ini harus selalu dibikin repot tolong dong di perbaiki apk nya padahal anggaran nya besar untuk bikin apk kayak ginian doang.,1,Negatif,baru cek pajak kendaraan saja sudah muncul layanan belum tersedia haduh susah nya mau simple di negeri ini harus selalu dibikin repot tolong dong di perbaiki aplikasi nya padahal anggaran nya besar untuk bikin aplikasi kayak ginian doang
ngak bisa digunakan,1,Negatif,ngak bisa digunakan
"percuma ngisi data ujung"" nya ga bisa di pake juga.tinggal ngecek pajak aja gagal trs (GAGAL layanan tidak tersedia.silahkan coba beberapa saat lagi..........) udah di tunggu masih ga bisa.di arahkan ke live chat ujung"" nya malah ga jelas.",1,Negatif,percuma ngisi data ujung nya ga bisa di pakai jugatinggal ngecek pajak saja gagal trs gagal layanan tidak tersediasilahkan coba beberapa saat lagi sudah di tunggu masih ga bisadi arahkan ke live chat ujung nya malah ga jelas
masih error' tapi rating bagus heran masa masukan data nrkb tulisannya tidak terdaftar saya tau kok nrkb itu nomor yang ada di plat tapi tetap tidak bisa,1,Negatif,masih error tapi rating bagus heran masa masukan data nrkb tulisannya tidak terdaftar saya tau kok nrkb itu nomor yang ada di plat tapi tetap tidak bisa
kenapa sekarang keterangannya gagal layanan sementara belum tersedia silahkan daftar akun untuk melakukan pembayaran pajak? sudah 3 hari seperti ini terus jawabannya,1,Negatif,kenapa sekarang keterangannya gagal layanan sementara belum tersedia silahkan daftar akun untuk melakukan pembayaran pajak sudah hari seperti ini terus jawabannya
mantab,5,Positif,mantab
tidak ada kolom pengaduan.... saya sudah bayar pajak stnk.. sudah 4 hari status pengirimannya masih 'diproses',4,Positif,tidak ada kolom pengaduan saya sudah bayar pajak stnk sudah hari status pengirimannya masih diproses
Aplikasi ga jelas,1,Negatif,aplikasi ga jelas
"mau daftar susah, foto KTP sama muka gak sama lah, dll. lebih cepet login pinjol 🤣",1,Negatif,mau daftar susah foto ktp sama muka tidak sama lah dll lebih cepet login pinjol
"first time bayar pajak tahunan via signal, dan approve berhasill meski harus sabar nunggu dan chat cs untuk update proses serta colab ke pos in terkait delivery, tapi alhamdulillah sampe juga ditangan , jadi gak perlu repot"" pulang kampung kalo lagi di luar domisili.. makasih signal...❤️",5,Positif,first time bayar pajak tahunan via signal dan approve berhasill meski harus sabar nunggu dan chat cs untuk update proses serta colab ke pos in terkait delivery tapi alhamdulillah sampe juga ditangan jadi tidak perlu repot pulang kampung kalau lagi di luar domisili makasih signal
aplikasinya mantap bngt,5,Positif,aplikasinya mantap bngt
"ferivikasi susah,gagal terus",1,Negatif,ferivikasi susahgagal terus
"sangatttttt membantu banget,bayar pajak dengan OL, saya yang pekerja sangat terbantu sekaliii,,",5,Positif,sangatttttt membantu bangetbayar pajak dengan ol saya yang pekerja sangat terbantu sekaliii
Sangat mempermudah,5,Positif,sangat mempermudah
"biaya pelayanan lebih murah, cepat dan aman",5,Positif,biaya pelayanan lebih murah cepat dan aman
Cepat dan mudah,5,Positif,cepat dan mudah
sering gangguan,1,Negatif,sering gangguan
"gagal selalu gagal,, harusnya dipermudah apalagi beli unit second.. klo bisa bayar pajak tanpa ribet, tanpa balik nama, baru saya acungi jempol bener bener aplikasi membantu rakyat",1,Negatif,gagal selalu gagal harusnya dipermudah apalagi beli unit second kalau bisa bayar pajak tanpa ribet tanpa balik nama baru saya acungi jempol bener bener aplikasi membantu rakyat
